Province,Commune,Nom Etab,Categorie,Nom Complet
Ouarzazate,Ouarzazate,Tassoumaate,CSU,Centre de santé urbain
Ouarzazate,Ouarzazate,Douar Chems,CSU,Centre de santé urbain
Ouarzazate,Ouarzazate,Sidi Daoud,CSU,Centre de santé urbain
Ouarzazate,Ouarzazate,Bougafer,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Ouarzazate,Ouarzazate,Bougafer,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Ouarzazate,Ouarzazate,Centre De Reference (Cdtmr),CRPF,CRPF
Ouarzazate,Amerzgane,Amerzgane,CSC,Centre de santé communal
Ouarzazate,Ait Zineb,Timedline,CSCA,Centre de santé communal avec module d'accouchement
Ouarzazate,Ait Zineb,Tikirte,DR,Dispensaire Rural
Ouarzazate,Ait Zineb,Ait Benhaddou,DR,Dispensaire Rural
Ouarzazate,Telouet,Telouet,CSCA,Centre de santé communal avec module d'accouchement
Ouarzazate,Telouet,Anmiter,DR,Dispensaire Rural
Ouarzazate,Ighrem N'ougdal,Ighrem,CSCA,Centre de santé communal avec module d'accouchement
Ouarzazate,Ighrem N'ougdal,Agouim,DR,Dispensaire Rural
Ouarzazate,Ighrem N'ougdal,Tisselday,DR,Dispensaire Rural
Ouarzazate,Tidli,Sour,CSC,Centre de santé communal
Ouarzazate,Tidli,Tamaste,DR,Dispensaire Rural
Ouarzazate,Ouisselsate,Timjichte,CSC,Centre de santé communal
Ouarzazate,Ouisselsate,Taouinkhte,DR,Dispensaire Rural
Ouarzazate,Ouisselsate,Zaouit Sidi Blal,DR,Dispensaire Rural
Ouarzazate,Ouisselsate,N'kob,DR,Dispensaire Rural
Ouarzazate,Siroua,Anzal,CSC,Centre de santé communal
Ouarzazate,Siroua,Tamelloukte,DR,Dispensaire Rural
Ouarzazate,Khouzama,Tachoukchte,CSC,Centre de santé communal
Ouarzazate,Khouzama,Anmid,DR,Dispensaire Rural
Ouarzazate,Aznaguen (Asdif),Souk Asdif,CSC,Centre de santé communal
Ouarzazate,Aznaguen (Asdif),Asdif,DR,Dispensaire Rural
Ouarzazate,Aznaguen (Asdif),Tamaarofte,DR,Dispensaire Rural
Ouarzazate,Tarmigt,Tarmigte,CSC,Centre de santé communal
Ouarzazate,Idelsane,Idelsane,CSC,Centre de santé communal
Ouarzazate,Skoura Ahl El Oust,Skoura,CSCA,Centre de santé communal avec module d'accouchement
Ouarzazate,Skoura Ahl El Oust,Imassine,DR,Dispensaire Rural
Ouarzazate,Skoura Ahl El Oust,Od SLIMANE,DR,Dispensaire Rural
Ouarzazate,Skoura Ahl El Oust,Hbabza,DR,Dispensaire Rural
Ouarzazate,Toundoute,Toundoute,CSCA,Centre de santé communal avec module d'accouchement
Ouarzazate,Toundoute,Targa,DR,Dispensaire Rural
Ouarzazate,Ghassate,Ghassate,CSC,Centre de santé communal
Ouarzazate,Ghassate,Imi-N-Ouassif,DR,Dispensaire Rural
Ouarzazate,Imi N'oulaoune,Imi N'oulaoune,CSC,Centre de santé communal
Ouarzazate,Ighrem N'ougdal,Tamstinte,DR,Dispensaire Rural
Ouarzazate,Taznakht,Taznakht,CSUA,Centre de santé urbain avec module d'accouchement
Oued Ed-Dahab,Dakhla,Bir Anzarane,CSU,Centre de santé urbain
Oued Ed-Dahab,Dakhla,Moulay R'chid,CSU,Centre de santé urbain
Oued Ed-Dahab,Dakhla,Al Wahda,CSU,Centre de santé urbain
Oued Ed-Dahab,Dakhla,Bir Anzarane,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Oued Ed-Dahab,Dakhla,Al Massira,CSU,Centre de santé urbain
Oued Ed-Dahab,El Argoub,El Argoub,CSCA,Centre de santé communal avec module d'accouchement
Oued Ed-Dahab,El Argoub,Ntireft (Aarich),DR,Dispensaire Rural
Oued Ed-Dahab,El Argoub,Tawarta,DR,Dispensaire Rural
Oued Ed-Dahab,C.R. Bir Anzarane,Bir Anzarane,CSCA,Centre de santé communal avec module d'accouchement
Oued Ed-Dahab,Imlili,Labouirda (Tchika),DR,Dispensaire Rural
Oued Ed-Dahab,Dakhla,Centre de réference de PF,CRPF,CRPF
Oued Ed-Dahab,Dakhla,Labo.Epidémiologique,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Ouezzane,Ouezzane,Al Massira,CSU,Centre de santé urbain
Ouezzane,Ouezzane,S.Ahmed Bouhediane,CSU,Centre de santé urbain
Ouezzane,Ouezzane,My Thami,CSU,Centre de santé urbain
Ouezzane,Ouezzane,My Abdelleh Chrif,CSU,Centre de santé urbain
Ouezzane,Mzefroune,Mzefroune,CSC,Centre de santé communal
Ouezzane,Masmouda,Masmouda,CSCA,Centre de santé communal avec module d'accouchement
Ouezzane,Bni Quolla,Bni Quolla,CSC,Centre de santé communal
Ouezzane,Bni Quolla,Rmila,DR,Dispensaire Rural
Ouezzane,Sidi Redouane,Sidi Redouane,CSCA,Centre de santé communal avec module d'accouchement
Ouezzane,Sidi Redouane,Zouakine,DR,Dispensaire Rural
Ouezzane,Sidi Redouane,Tmalous,DR,Dispensaire Rural
Ouezzane,Ounnana,Ouled Bder,CSC,Centre de santé communal
Ouezzane,Ounnana,Froua (Ounnana),DR,Dispensaire Rural
Ouezzane,Lamjaara,Ain Dorrij,CSC,Centre de santé communal
Ouezzane,Teroual,Teroual,CSCA,Centre de santé communal avec module d'accouchement
Ouezzane,Teroual,Lalla Aicha,DR,Dispensaire Rural
Ouezzane,Zghira,Zghira,CSC,Centre de santé communal
Ouezzane,Zghira,Mestitef,DR,Dispensaire Rural
Ouezzane,Sidi Ahmed Cherif,Sidi Ahmed Cherif,CSC,Centre de santé communal
Ouezzane,Sidi Bousber,Sidi Bousber,CSCA,Centre de santé communal avec module d'accouchement
Ouezzane,Sidi Bousber,Mesker,DR,Dispensaire Rural
Ouezzane,Brikcha,Brikcha   ,CSCA,Centre de santé communal avec module d'accouchement
Ouezzane,Brikcha,Jabriene (Ferha),DR,Dispensaire Rural
Ouezzane,Brikcha,Zaydor,DR,Dispensaire Rural
Ouezzane,Asjen,Asjen,CSC,Centre de santé communal
Ouezzane,Asjen,Amezou,DR,Dispensaire Rural
Ouezzane,Moqrisset,Moqrissat,CSCA,Centre de santé communal avec module d'accouchement
Ouezzane,Moqrisset,Asserdoune,DR,Dispensaire Rural
Ouezzane,Ain Beida,Ain Beida  ,CSC,Centre de santé communal
Ouezzane,Ain Beida,Bni Routen,DR,Dispensaire Rural
Ouezzane,Kalaat Bouqorra,Bouqorra,CSC,Centre de santé communal
Ouezzane,Kalaat Bouqorra,Bni Kaounech,DR,Dispensaire Rural
Ouezzane,Zoumi,Zoumi,CSCA,Centre de santé communal avec module d'accouchement
Ouezzane,Zoumi,Hamrya,DR,Dispensaire Rural
Ouezzane,Zoumi,Johra,DR,Dispensaire Rural
Ouezzane,Masmouda,Fersiou,DR,Dispensaire Rural
Oujda Angad,Oujda,El Aounia,CSU,Centre de santé urbain
Oujda Angad,Oujda,Dhar Lamalla,CSU,Centre de santé urbain
Oujda Angad,Oujda,Ryad,CSUA,Centre de santé urbain avec module d'accouchement
Oujda Angad,Oujda,My Idriss,CSU,Centre de santé urbain
Oujda Angad,Oujda,Makcem,CSU,Centre de santé urbain
Oujda Angad,Oujda,S.Smail,CSU,Centre de santé urbain
Oujda Angad,Oujda,Mbasso,CSU,Centre de santé urbain
Oujda Angad,Oujda,Dar Al Cadi  (*),CSU,Centre de santé urbain
Oujda Angad,Oujda,C. Diagnostic Tuberculose,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Oujda Angad,Oujda,Labo. Epidemiologique,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Oujda Angad,Oujda,Centre De Reference,CRPF,CRPF
Oujda Angad,Oujda,Ennasr,CSU,Centre de santé urbain
Oujda Angad,Oujda,Ennasr Ii,CSU,Centre de santé urbain
Oujda Angad,Oujda,Mharchi,CSU,Centre de santé urbain
Oujda Angad,Oujda,Boudir,CSU,Centre de santé urbain
Oujda Angad,Oujda,Koulouche,CSU,Centre de santé urbain
Oujda Angad,Oujda,Ettoba,CSU,Centre de santé urbain
Oujda Angad,Oujda,Essaada,CSUA,Centre de santé urbain avec module d'accouchement
Oujda Angad,Oujda,Od NACHEF,CSUA,Centre de santé urbain avec module d'accouchement
Oujda Angad,Bni Drar,Bni Drar,CSUA,Centre de santé urbain avec module d'accouchement
Oujda Angad,Naima,Neima,CSUA,Centre de santé urbain avec module d'accouchement
Oujda Angad,Oujda,Sidi Yahia,CSU,Centre de santé urbain
Oujda Angad,Ain Sfa,Ain Sfa,CSCA,Centre de santé communal avec module d'accouchement
Oujda Angad,Bni Khaled,Bni Khaled,CSC,Centre de santé communal
Oujda Angad,Bsara,Bsara,CSC,Centre de santé communal
Oujda Angad,Mestferki,Mestferki,CSC,Centre de santé communal
Oujda Angad,Sidi Boulenouar,S.Boulenouar,CSC,Centre de santé communal
Oujda Angad,Ahl Angad,Ahl Angad   ,CSC,Centre de santé communal
Oujda Angad,Ahl Angad,Ouled Abbes,DR,Dispensaire Rural
Oujda Angad,Isly,Isly,CSC,Centre de santé communal
Oujda Angad,Isly,Bni Oukil *,DR,Dispensaire Rural
Oujda Angad,Sidi Moussa Lemhaya,S.Moussa Lemhaya,CSC,Centre de santé communal
Rabat,Hassan (Ar),Sidi Fateh,CSU,Centre de santé urbain
Rabat,Hassan (Ar),Akkari,CSU,Centre de santé urbain
Rabat,Hassan (Ar),Diour Jamaa,CSU,Centre de santé urbain
Rabat,Hassan (Ar),Ksar Labhar,CSU,Centre de santé urbain
Rabat,Hassan (Ar),Hassan,CSU,Centre de santé urbain
Rabat,Hassan (Ar),Ocean,CSU,Centre de santé urbain
Rabat,Yacoub El Mansour (Ar),Yacoub El Mansour,CSUA,Centre de santé urbain avec module d'accouchement
Rabat,Yacoub El Mansour (Ar),El Amal,CSU,Centre de santé urbain
Rabat,Yacoub El Mansour (Ar),Ar-Rahma,CSU,Centre de santé urbain
Rabat,Yacoub El Mansour (Ar),Bouitat,CSU,Centre de santé urbain
Rabat,Yacoub El Mansour (Ar),Bouhlal,CSU,Centre de santé urbain
Rabat,Yacoub El Mansour (Ar),El Melk,CSU,Centre de santé urbain
Rabat,Yacoub El Mansour (Ar),Massira,CSU,Centre de santé urbain
Rabat,Yacoub El Mansour (Ar),Annour,CSU,Centre de santé urbain
Rabat,Yacoub El Mansour (Ar),Kouas,CSUA,Centre de santé urbain avec module d'accouchement
Rabat,Yacoub El Mansour (Ar),Al Masjid,CSU,Centre de santé urbain
Rabat,Yacoub El Mansour (Ar),Hay Al Fath,CSU,Centre de santé urbain
Rabat,El Youssoufia (Ar),Youssoufia I,CSU,Centre de santé urbain
Rabat,El Youssoufia (Ar),Youssoufia Ii,CSU,Centre de santé urbain
Rabat,El Youssoufia (Ar),Doum (Abiregreg),CSU,Centre de santé urbain
Rabat,El Youssoufia (Ar),Inbiat,CSU,Centre de santé urbain
Rabat,El Youssoufia (Ar),Farah,CSUA,Centre de santé urbain avec module d'accouchement
Rabat,El Youssoufia (Ar),Takadoum,CSU,Centre de santé urbain
Rabat,El Youssoufia (Ar),Annahda,CSU,Centre de santé urbain
Rabat,El Youssoufia (Ar),EL WAHDA (Hay Sinai),CSU,Centre de santé urbain
Rabat,Touarga,Lalla Amina,CSU,Centre de santé urbain
Rabat,Agdal Riyad (Ar),Souissi,CRPF,CRPF
Rabat,Hassan (Ar),Moulay Youssef,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Rabat,Agdal Riyad (Ar),Orangers,CRPF,CRPF
Rabat,Hassan (Ar),Bouiba,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Rabat,Agdal Riyad (Ar),Hay Riyad,CSU,Centre de santé urbain
Rehamena,Labrikiyne,Od El Hadj,DR,Dispensaire Rural
Rehamena,Ben Guerir,Benguerir,CSU,Centre de santé urbain
Rehamena,Ben Guerir,Chaib Ainou  ,CSU,Centre de santé urbain
Rehamena,Ben Guerir,Ryad   ,CSU,Centre de santé urbain
Rehamena,Ben Guerir,Ifriquia,CSU,Centre de santé urbain
Rehamena,Bourrous,Bourrous,CSC,Centre de santé communal
Rehamena,Sidi Boubker,Sidi Boubker,CSC,Centre de santé communal
Rehamena,Sidi Boubker,Od ZBAIR,DR,Dispensaire Rural
Rehamena,Sidi Bou Othmane,Sidi Bou Othmane,CSUA,Centre de santé urbain avec module d'accouchement
Rehamena,Nzalat Laadam,Nzalat Laadam,CSCA,Centre de santé communal avec module d'accouchement
Rehamena,Lamharra,Lamharra,CSC,Centre de santé communal
Rehamena,Oulad Imloul,Oulad Imloul,CSC,Centre de santé communal
Rehamena,Akarma,Akarma,CSC,Centre de santé communal
Rehamena,Tlauh,Tlauh,CSC,Centre de santé communal
Rehamena,Jaidate,Jaidate,CSC,Centre de santé communal
Rehamena,Ras Ain Rhamna,Ras  El Ain,CSCA,Centre de santé communal avec module d'accouchement
Rehamena,Jaafra,Jaafra,CSC,Centre de santé communal
Rehamena,Sidi Abdallah,Sidi Abdellah,CSC,Centre de santé communal
Rehamena,Skoura Lhadra,Skoura Lhadra (Od Z. Nass),CSC,Centre de santé communal
Rehamena,Skoura Lhadra,Skoura,DR,Dispensaire Rural
Rehamena,Sidi Ghanem,S. Ghanem (Ouled Abbou),CSC,Centre de santé communal
Rehamena,Sidi Mansour,Sidi  Mansour,CSC,Centre de santé communal
Rehamena,Skhour Rhamna,Skhour Rhamna,CSCA,Centre de santé communal avec module d'accouchement
Rehamena,Sidi Ali Labrahla,S.Ali Labrahla,CSC,Centre de santé communal
Rehamena,Oulad Hassoune Hamri,Od HASSOUNE,CSC,Centre de santé communal
Rehamena,Labrikiyne,Labrikiyne,CSCA,Centre de santé communal avec module d'accouchement
Rehamena,Oulad Aamer  Tizmarine,Od AMER TIZMARINE,CSC,Centre de santé communal
Rehamena,Ait Hammou,Ait Hammou,CSC,Centre de santé communal
Rehamena,Ait Hammou,Oulad Abid Hommad,DR,Dispensaire Rural
Rehamena,Bouchane,Bouchane,CSCA,Centre de santé communal avec module d'accouchement
Rehamena,Ait Taleb,Mabared,CSC,Centre de santé communal
Safi,Sebt Gzoula,Laghouizate,DR,Dispensaire Rural
Safi,Safi,Azib Darai,CSU,Centre de santé urbain
Safi,Safi,Jrifat,CSU,Centre de santé urbain
Safi,Safi,Oukba Ibnou Nafia,CSU,Centre de santé urbain
Safi,Safi,Sfa,CSU,Centre de santé urbain
Safi,Safi,Medina,CSU,Centre de santé urbain
Safi,Safi,Anass,CSU,Centre de santé urbain
Safi,Safi,Centre De Reference,CRPF,CRPF
Safi,Safi,C.Diagnostic Tuberculose,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Safi,Safi,Labo. Epidemiologique,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Safi,Safi,Sidi Ouassel,CSU,Centre de santé urbain
Safi,Safi,Kawki,CSU,Centre de santé urbain
Safi,Safi,Kolea,CSU,Centre de santé urbain
Safi,Safi,Zin El Aabidine,CSU,Centre de santé urbain
Safi,Safi,Aviation (Al Matar),CSU,Centre de santé urbain
Safi,Safi,Biyada,CSU,Centre de santé urbain
Safi,Safi,Sidi Abdelkrim,CSU,Centre de santé urbain
Safi,Safi,Sidi Bouzid,CSU,Centre de santé urbain
Safi,Sebt Gzoula,Sebt Gzoula,CSUA,Centre de santé urbain avec module d'accouchement
Safi,Lamrasla,Lamrasla,CSC,Centre de santé communal
Safi,Sidi Ettiji,Sidi Ettiji,CSC,Centre de santé communal
Safi,Bouguedra,Bouguedra,CSCA,Centre de santé communal avec module d'accouchement
Safi,Lahdar,Lahdar (Laghoual),CSC,Centre de santé communal
Safi,Labkhati,Labkhati,CSC,Centre de santé communal
Safi,Lamsabih,Lamsabih,CSC,Centre de santé communal
Safi,El Gouraani,El Gouraani (Douar Jdid),CSC,Centre de santé communal
Safi,Sidi Aissa,Sidi Aissa,CSC,Centre de santé communal
Safi,Hrara,Hrara,CSCA,Centre de santé communal avec module d'accouchement
Safi,Moul El Bergui,Moul El Bergui,CSC,Centre de santé communal
Safi,Dar Si Aissa,Dar El Caid,CSC,Centre de santé communal
Safi,El Beddouza,El Beddouza,CSCA,Centre de santé communal avec module d'accouchement
Safi,Ayir,Laakarta,CSC,Centre de santé communal
Safi,Khatazakane,Khatazakane,CSC,Centre de santé communal
Safi,Oulad Salmane,Od SALMAN (SIDI SAID),CSC,Centre de santé communal
Safi,Saadla,Loulad,CSC,Centre de santé communal
Safi,Laamamra,Bouderaa,CSC,Centre de santé communal
Safi,Nagga,Mostafa Zargui,CSCA,Centre de santé communal avec module d'accouchement
Safi,Lamaachate,Souiria Kdima,CSC,Centre de santé communal
Safi,Lamaachate,Hall Louad,DR,Dispensaire Rural
Safi,Atouabet,Dar Lamine,CSC,Centre de santé communal
Safi,Atouabet,Atouabet,DR,Dispensaire Rural
Safi,El Ghiate,El Ghiate,CSCA,Centre de santé communal avec module d'accouchement
Safi,El Ghiate,Od AISSA,DR,Dispensaire Rural
Safi,Safi,Kariat Chems,CSU,Centre de santé urbain
Safi,Safi,Safi-Nord,CSU,Centre de santé urbain
Safi,Jamaat Shaim,Jamaat Shaim,CSUA,Centre de santé urbain avec module d'accouchement
Salé,Bettana (Ar),Hay Essalam,CSU,Centre de santé urbain
Salé,Bettana (Ar),Bettana,CSU,Centre de santé urbain
Salé,Bettana (Ar),El Hafra,CSU,Centre de santé urbain
Salé,Bettana (Ar),Moulay Ismail,CSU,Centre de santé urbain
Salé,Bab Lamrissa (Ar),Bab Khemiss,CSU,Centre de santé urbain
Salé,Bab Lamrissa (Ar),Bab Sebta,CSU,Centre de santé urbain
Salé,Bab Lamrissa (Ar),Jerda,CSU,Centre de santé urbain
Salé,Bab Lamrissa (Ar),S.Moussa,CSU,Centre de santé urbain
Salé,Tabriquet (Ar),Pepiniere,CSU,Centre de santé urbain
Salé,Tabriquet (Ar),Rostal,CSU,Centre de santé urbain
Salé,Tabriquet (Ar),Douar Cheikh M'fadel,CSU,Centre de santé urbain
Salé,Tabriquet (Ar),Tabriket,CSU,Centre de santé urbain
Salé,Tabriquet (Ar),Hay Er-Rahma,CSU,Centre de santé urbain
Salé,Layayda (Ar),Laayayda I (Oued Dahab ),CSU,Centre de santé urbain
Salé,Hssaine (Ar),Hsaine,CSU,Centre de santé urbain
Salé,Hssaine (Ar),Sidi Hmida,CSU,Centre de santé urbain
Salé,Hssaine (Ar),El Karia,CSU,Centre de santé urbain
Salé,Hssaine (Ar),Sala Al Jadida I,CSU,Centre de santé urbain
Salé,Hssaine (Ar),Sala Al Jadida Ii,CSU,Centre de santé urbain
Salé,Shoul,Arjat,CSCA,Centre de santé communal avec module d'accouchement
Salé,Shoul,Shoul,DR,Dispensaire Rural
Salé,Shoul,Sidi Azzouz,DR,Dispensaire Rural
Salé,Sidi Bouknadel,Bouknadel,CSUA,Centre de santé urbain avec module d'accouchement
Salé,Layayda (Ar),Laayayda Ii,CSU,Centre de santé urbain
Salé,Tabriquet (Ar),My Abdellah,CRPF,CRPF
Salé,Bab Lamrissa (Ar),Bab Khemiss,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Salé,Bab Lamrissa (Ar),Said Hajji,CSU,Centre de santé urbain
Salé,Hssaine (Ar),Hay Kifah,CSU,Centre de santé urbain
Sefrou,Sefrou,Chahid Baha,CSU,Centre de santé urbain
Sefrou,Sefrou,M'barek Bekkay,CSU,Centre de santé urbain
Sefrou,Sefrou,Tadili,CSU,Centre de santé urbain
Sefrou,Sefrou,Bir Anzarane (Dcher B. Seffar),CSU,Centre de santé urbain
Sefrou,Sefrou,Labo. Epidemiologique,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Sefrou,Imouzzer Kandar,Imouzzer,CSUA,Centre de santé urbain avec module d'accouchement
Sefrou,Bhalil,Bhalil,CSUA,Centre de santé urbain avec module d'accouchement
Sefrou,El Menzel,El Menzel,CSUA,Centre de santé urbain avec module d'accouchement
Sefrou,Ribate El Kheir,Ribat El Kheir,CSUA,Centre de santé urbain avec module d'accouchement
Sefrou,Kandar Sidi Khiar,Kandar S.Khiar,CSC,Centre de santé communal
Sefrou,Laanoussar,Ayoun  Snam,CSCA,Centre de santé communal avec module d'accouchement
Sefrou,Tazouta,Tazouta,CSCA,Centre de santé communal avec module d'accouchement
Sefrou,Azzaba,Azzaba,CSC,Centre de santé communal
Sefrou,Ahl Sidi Lahcen,Sidi Lahcen,CSC,Centre de santé communal
Sefrou,Sidi Youssef  Ben Ahmed,Senhaja,DR,Dispensaire Rural
Sefrou,Sidi Youssef  Ben Ahmed,Moujjou,DR,Dispensaire Rural
Sefrou,Aghbalou Aqorar,Aghbalou,CSC,Centre de santé communal
Sefrou,Aghbalou Aqorar,Louata,DR,Dispensaire Rural
Sefrou,Ain Timguenai,Zaouia,CSC,Centre de santé communal
Sefrou,Mtarnagha,Mtarnagha,CSC,Centre de santé communal
Sefrou,Oulad Mkoudou,Ouled Mkoudou,CSC,Centre de santé communal
Sefrou,Oulad Mkoudou,Dar Hakoun,DR,Dispensaire Rural
Sefrou,Tafajight,Tafajight,CSC,Centre de santé communal
Sefrou,Adrej,Adrej,CSCA,Centre de santé communal avec module d'accouchement
Sefrou,Dar El Hamra,Dar El Hamra,CSC,Centre de santé communal
Sefrou,Ighzrane,Ighzerane,CSC,Centre de santé communal
Sefrou,Ras Tabouda,Ras Tabouda,CSCA,Centre de santé communal avec module d'accouchement
Sefrou,Bir Tam Tam,Bir Tam-Tam,CSC,Centre de santé communal
Sefrou,Ain Cheggag,Ain Cheggag,CSCA,Centre de santé communal avec module d'accouchement
Sefrou,Ait Sebaa Lajrouf,Ain Chifa,CSCA,Centre de santé communal avec module d'accouchement
Sefrou,Ait Sebaa Lajrouf,Bsabis,DR,Dispensaire Rural
Sefrou,Ighzrane,Ichemlalene,DR,Dispensaire Rural
Settat,Settat,Smaala,CSU,Centre de santé urbain
Settat,Settat,Sidi Abdelkerim,CSU,Centre de santé urbain
Settat,Settat,Mimouna,CSU,Centre de santé urbain
Settat,Settat,Dakhla,CSU,Centre de santé urbain
Settat,Settat,P.A.M,CSU,Centre de santé urbain
Settat,Settat,El Khair,CSU,Centre de santé urbain
Settat,Settat,Settat,CDTMR,Centre de diagnostic et de Traitement des maladies respiratoires
Settat,Settat,Sidi Abdelkrim,CRPF,CRPF
Settat,Settat,Labo. Epidemiologique,LEHM,Laboratoire épidémiologique et d'hygiène de milieu
Settat,Oulad Fares El Halla,Od GHALEM,CSC,Centre de santé communal
Settat,Oulad Bouali Nouaja,Od BOUALI,CSCA,Centre de santé communal avec module d'accouchement
Settat,Meskoura,Meskoura,CSC,Centre de santé communal
Settat,Oulad Amer,Ait Hachem,CSC,Centre de santé communal
Settat,Laqraqra,Laqraqra,CSC,Centre de santé communal
Settat,Laqraqra,El Harcha,DR,Dispensaire Rural
Settat,Bni Khloug,Bni Khloug,CSCA,Centre de santé communal avec module d'accouchement
Settat,Bni Khloug,Od SALEM,DR,Dispensaire Rural
Settat,Sidi Boumehdi,Od NJIMA,DR,Dispensaire Rural
Settat,Sidi Ahmed El Khadir,Od SI MOUSSA,CSC,Centre de santé communal
Settat,Sidi Ahmed El Khadir,Laatoucha,DR,Dispensaire Rural
Settat,Sidi Ahmed El Khadir,O.S.Abdellah Od.,DR,Dispensaire Rural
Settat,Dar Chaffai,Dar Chaffai,CSC,Centre de santé communal
Settat,Ain Blal,Ain Blal,CSC,Centre de santé communal
Settat,Oulad Freiha,Oulad Freiha,CSC,Centre de santé communal
Settat,El Borouj,El Borouj,CSUA,Centre de santé urbain avec module d'accouchement
Settat,N'khila,Melgou,DR,Dispensaire Rural
Settat,Lakhzazra,Ain Baida,CSC,Centre de santé communal
Settat,Lakhzazra,Ain Rbah,DR,Dispensaire Rural
Settat,M'garto,M'garto,CSC,Centre de santé communal
Settat,M'garto,Sidi Sbaa,DR,Dispensaire Rural
Settat,M'garto,Bir M'rah,DR,Dispensaire Rural
Settat,Sidi Dahbi,Sidi Dahbi,CSC,Centre de santé communal
Settat,Oulad M'hamed,Ouled M'hammed,CSC,Centre de santé communal
Settat,Oulad M'hamed,Od ZIRG,DR,Dispensaire Rural
Settat,Ain Dorbane-Lahlaf,Ain Dorbane,CSC,Centre de santé communal
Settat,Ain Dorbane-Lahlaf,Lahlaf,CSC,Centre de santé communal
Settat,Bouguargouh,Bouguargouh,CSC,Centre de santé communal
Settat,Bouguargouh,El Gaada,DR,Dispensaire Rural
Settat,Sidi Abdelkrim,Laghzaouna,CSC,Centre de santé communal
Settat,Mrizigue,Mrizigue,CSC,Centre de santé communal
Settat,Mrizigue,Lissouf,DR,Dispensaire Rural
Settat,Mniaa,Bir Jmouha,DR,Dispensaire Rural
